id,name_long,name,date,Unnamed: 4,Unnamed: 5,Unnamed: 6,lat,Unnamed: 8,Unnamed: 9,Unnamed: 10,lon,elev,elev_std,datum,type,source
1,Swiss Camp,SWC,1990-07-13,69.0,34.0,24.467,69.57346306,49.0,17.0,43.899,-49.2955275,1155.25,,WGS 84,multi-day measurement,Ohmura et al.1992 ETH camp report
1,Swiss Camp,SWC,1991-07-25,69.0,34.0,22.272,69.57285333,49.0,17.0,53.224,-49.29811778,1152.42,,WGS 84,multi-day measurement,Ohmura et al.1992 ETH camp report
1,Swiss Camp,SWC,1991-08-20,69.0,34.0,22.115,69.57280972,49.0,17.0,53.806,-49.29827944,1151.31,,WGS 84,multi-day measurement,Ohmura et al.1992 ETH camp report
1,Swiss Camp,SWC,1993-06-15,69.0,34.0,20.0,69.57222222,49.0,18.0,7.0,-49.30194444,,,,,2018 field book c.pdf
1,Swiss Camp,SWC,1994-06-15,69.0,34.0,17.3,69.57147222,49.0,18.0,12.0,-49.30333333,,,,,2018 field book c.pdf
1,Swiss Camp,SWC,1998-06-15,69.0,34.0,10.0,69.56944444,49.0,18.0,47.0,-49.31305556,,,,,2018 field book c.pdf
1,Swiss Camp,SWC,2000-06-15,,,,69.56719881,,,,-49.32013815,,,,,Jason
1,Swiss Camp,SWC,2006-06-15,69.0,33.0,53.0,69.56472222,49.0,19.0,57.0,-49.3325,,,,,2018 field book c.pdf
1,Swiss Camp,SWC,2005-06-15,69.0,33.0,57.0,69.56583333,49.0,19.0,47.0,-49.32972222,,,,,2018 field book c.pdf
1,Swiss Camp,SWC,2008-06-15,69.0,33.0,47.0,69.56305556,49.0,20.0,17.0,-49.33805556,,,,,2018 field book c.pdf
1,Swiss Camp,SWC,2009-06-15,69.0,33.0,46.0,69.56277778,49.0,20.0,34.0,-49.34277778,,,,,2018 field book c.pdf
1,Swiss Camp,SWC,2010-06-15,69.0,33.0,43.0,69.56194444,49.0,20.0,34.0,-49.34277778,,,,,2018 field book c.pdf modified by bav after inspection
1,Swiss Camp,SWC,2011-06-15,69.0,33.0,41.0,69.56138889,49.0,20.0,44.0,-49.34555556,,,,,2018 field book c.pdf
1,Swiss Camp,SWC,2013-05-19,69.0,33.0,32.0,69.55888889,49.0,21.0,10.0,-49.35277778,1121,,,handheld,2013 field book c.pdf
1,Swiss Camp,SWC,2015-05-08,69.0,33.0,27.0,69.5575,49.0,21.0,27.0,-49.3575,1082,,,handheld,2015 field book c.pdf
1,Swiss Camp,SWC,2016-05-05,69.0,33.0,25.1,69.55697222,49.0,21.0,34.2,-49.3595,1144,,,handheld,2016 field book c.pdf
1,Swiss Camp,SWC,2016-05-10,69.0,33.0,24.899,69.55691639,49.0,21.0,34.532,-49.35959222,1163,,,Trimble Geo v5,2016 field book c.pdf
