,site,year,month,day,elev_ATM,dist,slope_S2N,slope_W2E,lat,lon
1,Swiss Camp,2008.0,6.0,30.0,1126.874,2.868255786429819,0.0172474,-0.0042762,69.529889,-49.358204
2,Crawford Point 1,2008.0,7.0,15.0,2004.748,3.2334251697682963,-0.00123,-0.0003996,69.875185,-46.93968199999995
3,CP2,2008.0,7.0,11.0,2005.6256,1.5740372065671824,0.0176779,0.0325722,69.92718,-46.84647199999995
4,JAR1,2008.0,7.0,10.0,945.5442,0.012083059729976928,-0.0110943,-0.0084089,69.493408,-49.71423600000003
5,JAR2,2008.0,7.0,10.0,578.1757,3.6355183155726802,0.0396716,-0.0023014,69.421391,-49.964511000000016
6,JAR3,2008.0,7.0,2.0,591.6499,13.726613499516645,-0.010935,0.028626,69.402583,-49.959716999999955
7,NASA-U,2008.0,7.0,22.0,1146.5072,349.9143525096931,0.0464489,0.0165003,70.696669,-50.099432999999976
8,GITS,2008.0,7.0,22.0,1067.2114,786.971088416136,0.0223713,0.0471533,70.690075,-50.24184500000001
9,Humboldt,2008.0,7.0,22.0,1073.5114,891.1241326568511,0.0112357,0.0279051,70.690502,-50.23737899999992
10,Summit,2008.0,7.0,11.0,2805.425,308.2619189999981,0.0040087,0.0006522,70.002824,-41.71417999999994
11,Tunu-N,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0
12,DYE-2,2008.0,7.0,25.0,2154.5304,0.024996715287689604,-0.0019943,0.0108334,66.4822,-46.29105800000002
13,Saddle,2008.0,7.0,25.0,2428.1933,53.54676863671676,-0.003633,0.0002199,66.481754,-44.49653599999999
14,South Dome,2008.0,8.0,1.0,1845.8357,75.05612308761492,0.1280586,0.0228599,62.983078,-43.37198799999999
15,NASA-E,2008.0,7.0,11.0,2805.425,677.3043252482921,0.0040087,0.0006522,70.002824,-41.71417999999994
16,NASA-SE,2008.0,7.0,25.0,2414.5942,2.2730967392268933,0.0023742,-0.0016684,66.457446,-42.494523999999956
17,NGRIP,2008.0,7.0,22.0,1301.2309,548.7015938843683,0.0192373,0.0355489,70.671882,-49.82365400000003
18,NEEM,2008.0,7.0,22.0,1145.1626,750.0900947354505,0.0454404,0.0158204,70.69666,-50.101631999999995
19,EastGRIP,2008.0,7.0,11.0,2805.425,651.9799559335734,0.0040087,0.0006522,70.002824,-41.71417999999994
20,KAR,2008.0,7.0,30.0,1143.0341,94.45083995694124,-0.0105561,-0.0380951,68.85825,-33.34545800000001
21,KULU,2008.0,7.0,25.0,627.3043,9.378695550702403,0.0319468,-0.0466667,65.691418,-39.72637499999996
22,Aurora,2008.0,7.0,25.0,1656.828,34.14649082043171,-0.0108372,0.0024727,66.90216,-47.80339900000001
23,Petermann Glacier,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0
24,Petermann ELA,0.0,0.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0
